id,hip,hd,hr,gl,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con,lum
65991,66200,118022,5105,,,,13.56887,3.658967,56.6572,4.92,1.154,A1p SrCrEu,0.029,,78,Vir,30.0884627665
66025,66234,118232,5112,,,,13.57425,49.015973,55.2792,4.68,0.967,A5V,0.132,,24,CVn,35.7437406264
66038,66247,118054,5106,,,,13.577903,-13.214324,148.1481,5.92,0.067,A0V,0.02,,,Vir,81.8841791901
66040,66249,118098,5107,NN 3792,Zet Vir,,13.57822,-0.59582,22.7118,3.38,1.599,A3V,0.114,Zet,79,Vir,19.9710086603
66048,66257,118216,5110,,,,13.579943,37.182415,45.6621,4.91,1.612,F2IV SB,0.404,,,CVn,19.7333127954
66111,66320,118219,5111,,,,13.592027,-5.396191,97.1817,5.7,0.762,G6III,0.95,,80,Vir,43.1717844471
66191,66400,118349,5120,,,,13.61346,-26.495198,81.5661,5.73,1.172,A7V+...,0.22,,,Hya,29.5937499534
66208,66417,118508,5123,,,,13.616412,24.613297,140.647,5.72,-0.021,M2III,1.593,,,Boo,88.7973489326
66218,66427,118338,5118,,,,13.618339,-44.143203,127.2265,5.96,0.437,G8/K0III,0.936,,,Cen,58.2371347944
66226,66435,118904,5139,,,,13.619731,71.242252,126.1034,5.5,-0.004,K2III,1.219,,,UMi,87.4178256401
66229,66438,118261,5113,,,,13.62008,-61.691856,35.727,5.63,2.865,F6V,0.493,,,Cen,6.2230028517
66245,66454,118354,5121,,,,13.623189,-46.427879,126.4223,5.91,0.401,B8V,-0.11,,,Cen,60.2004863684
66249,66458,118623,5127,,,,13.624345,36.294898,60.9013,4.82,0.897,A7III,0.239,,25,CVn,38.1241351104
66353,66563,118646,5128,,,,13.645021,-29.560867,46.2749,5.81,2.483,F3V,0.431,,,Hya,8.8470809287
66424,66634,119024,5142,,,,13.658472,52.921208,53.5906,5.46,1.815,A3Vn,0.113,,82,UMa,16.3681652143
66430,66640,118889,5138,,,,13.659616,10.746269,59.988,5.57,1.68,F0V,0.348,,,Boo,18.5353162341
66446,66656,118799,5136,,,,13.663488,-40.051708,152.207,5.61,-0.302,K2/K3III,1.301,,,Cen,115.027054779
66447,66657,118716,5132,,Eps Cen,,13.664796,-53.466394,131.0616,2.29,-3.297,B1III,-0.171,Eps,,Cen,1814.6797793969
66456,66666,118767,5134,,,,13.666622,-49.949956,157.4803,5.74,-0.246,M8III,1.496,,,Cen,109.2446053227
66470,66681,118666,5130,,,,13.669656,-64.576553,69.4444,5.79,1.582,F3III-IV,0.401,,,Cen,20.2861671697
66516,66727,119055,5144,,,,13.677909,19.955719,100.6036,5.73,0.717,A1V,0.017,,1,Boo,44.9987033872
66527,66738,119228,5154,,,,13.678967,54.681634,160.5136,4.63,-1.398,M2IIIvar,1.63,,83,UMa,315.6457891299
66541,66753,117374,5084,,Kap Oct,,13.682257,-85.786043,83.7521,5.56,0.945,A2m...,0.183,Kap,,Oct,36.4753946926
66551,66763,119126,5149,,,,13.683986,22.495768,102.9866,5.63,0.566,G9III,1.009,,2,Boo,51.7130317917
66586,66798,119476,5162,,,,13.691625,64.822411,68.2128,5.85,1.681,A2V,0.073,,,Dra,18.5182524364
66591,66803,119149,5150,,,,13.693549,-8.702984,156.25,5.03,-0.939,M2III,1.623,,82,Vir,206.8235555932
66609,66821,118991,5141,,,,13.695775,-54.559425,83.1947,4.99,0.39,B8Vn+...,-0.055,,,Cen,60.8135001279
66637,66849,118978,5140,,,,13.700307,-58.787078,239.8082,5.38,-1.519,B9IV,-0.029,,,Cen,352.8580258285
66666,66878,120565,5203,,,,13.706379,82.752408,122.549,5.92,0.478,G9III,0.993,,,Cam,56.0789663375
66691,66903,120084,5184,,,,13.71093,78.064437,100.7049,5.91,0.895,G7III:,1,,,UMi,38.194427084
66695,66907,119458,5161,,,,13.712063,34.989021,146.8429,5.98,0.146,G5III,0.857,,,CVn,76.1377432456
66712,66924,119250,5155,,,,13.715287,-41.401043,110.3753,5.96,0.746,K0III,1.019,,,Cen,43.8126982022
66724,66936,119425,5159,,,,13.717698,3.537903,73.0994,5.35,1.03,K1III,1.091,,84,Vir,33.7287308659
66772,66984,119361,5157,,,,13.727802,-42.067521,613.4969,5.96,-2.979,B8III,-0.075,,,Cen,1353.9418114051
66845,67057,119605,5165,,,,13.741618,-16.179072,252.5253,5.55,-1.462,G1IV/V,0.805,,83,Vir,334.8112173861
66931,67143,119752,5167,,,,13.760249,-26.116009,87.0322,5.81,1.112,A0V,0.023,,,Hya,31.2751931141
66941,67153,119756,5168,Gl 525.1,,,13.761471,-33.043721,19.4024,4.23,2.791,F3V,0.39,,1,Cen,6.6619290022
66960,67172,119853,5173,,,,13.765644,-12.426528,124.6883,5.5,0.021,G8III,0.898,,86,Vir,85.4279529905
66982,67194,120047,5179,,,,13.770435,41.088746,52.5486,5.88,2.277,A5V,0.211,,,CVn,10.6954731057
66998,67210,120048,5180,,,,13.771964,38.503626,130.719,5.92,0.338,G9III,0.948,,,CVn,63.7969622663
67019,67231,120198,5187,,,,13.776573,54.432679,89.0472,5.68,0.932,B9p EuCr,-0.039,,84,UMa,36.9147558165
67023,67234,119834,5172,,,,13.777604,-51.432766,80.5153,4.64,0.111,G8/K0III,0.955,,,Cen,78.6321227458
67027,67239,120064,5182,,,,13.778701,25.702236,89.6861,5.97,1.206,F6IV-V,0.523,,3,Boo,28.6813771267
67032,67244,119921,5174,,,,13.78232,-36.251933,133.8688,5.15,-0.483,A0V,-0.007,,,Cen,135.8939117101
67038,67250,120164,5186,,,,13.783277,38.542697,97.1817,5.51,0.572,K0III+...,1.036,,,CVn,51.4280431949
67063,67275,120136,5185,Gl 527A,Tau Boo,,13.78771,17.456906,15.6177,4.5,3.532,F7V,0.508,Tau,4,Boo,3.3666657437
67076,67288,120052,5181,,,,13.790386,-17.859839,207.4689,5.41,-1.175,M2III,1.623,,87,Vir,257.0395782769
67079,67292,119938,5175,,,,13.791005,-50.249291,64.8508,5.92,1.86,A3m...,0.279,,,Cen,15.7036280433
67088,67301,120315,5191,,Eta UMa,Alkaid,13.792354,49.313265,31.8674,1.85,-0.667,B3V SB,-0.099,Eta,85,UMa,160.9904076216
67091,67304,119971,5176,,,,13.794052,-50.320682,152.6718,5.46,-0.459,K2III,1.351,,,Cen,132.9229588316
67171,67384,120420,5195,,,,13.81076,31.190206,87.184,5.61,0.908,K0III,1.032,,,CVn,37.7398352537
67244,67457,120323,5192,,,,13.824091,-34.450776,56.1167,4.19,0.445,M5III,1.52,,2,Cen,57.8096047406
67246,67459,120477,5200,,Ups Boo,,13.824623,15.797905,80.7754,4.05,-0.486,K5IIIvar,1.52,Ups,5,Boo,136.2699196995
67251,67464,120307,5190,,Nu  Cen,,13.825078,-41.687709,133.8688,3.41,-2.223,B2IV,-0.225,Nu,,Cen,674.8387308708
67259,67472,120324,5193,,Mu  Cen,,13.826943,-42.473732,155.0388,3.47,-2.482,B2IV-Ve,-0.17,Mu,,Cen,856.6432555817
67267,67480,120539,5201,,,,13.828564,21.264105,123.0012,4.92,-0.53,K4III,1.432,,6,Boo,141.9057521689
67272,67485,120787,5213,,,,13.829296,61.489313,125.7862,5.97,0.472,G3V,0.974,,,UMa,56.3897280335
67281,67494,120452,5196,,,,13.831191,-18.134168,74.9064,4.96,0.587,K0III,1.059,,89,Vir,50.7224239893
67392,67605,120819,5215,,,,13.85256,34.664399,207.9002,5.89,-0.699,M2III,1.635,,,CVn,165.8059075109
67414,67627,121130,5226,,,,13.857205,64.723272,113.8952,4.58,-0.703,M3III,1.572,,10,Dra,166.4178856617
67449,67663,120640,5206,,,,13.863117,-46.898666,487.8049,5.77,-2.671,B2Vp,-0.153,,,Cen,1019.5299775626
67450,67664,120404,5194,,,,13.863174,-69.401258,223.2143,5.73,-1.014,K5/M0III,1.704,,,Cir,221.615432596
67451,67665,120933,5219,,,,13.863188,34.44424,184.1621,4.76,-1.566,K5III,1.611,,,CVn,368.4681891479
67455,67669,120709,5210,,,,13.863779,-32.994089,105.3741,4.32,-0.794,B5,-0.146,,3,Cen,180.9672554789
67489,67703,120642,5207,,,,13.868021,-52.81153,79.6813,5.26,0.753,B9Vn,-0.084,,,Cen,43.531135923
67568,67782,121164,5229,,,,13.886192,28.648131,65.7462,5.91,1.821,A7V,0.202,,,CVn,16.2779608639
67572,67786,120955,5221,,,,13.886817,-31.927612,195.3125,4.75,-1.704,B4IV,-0.111,,4,Cen,418.4080195674
67573,67787,121107,5225,,,,13.886925,17.932868,211.4165,5.71,-0.916,G5III,0.845,,7,Boo,202.4883306531
67605,67819,120987,5222,,,,13.892437,-35.664248,52.2739,5.53,1.939,F3V,0.444,,,Cen,14.6015849681
67622,67836,120908,5217,,,,13.895306,-53.373323,276.2431,5.87,-1.336,B5III,0.009,,,Cen,298.1261008172
67634,67848,121409,5238,,,,13.897507,53.728677,146.8429,5.7,-0.134,A0V,-0.032,,86,UMa,98.5371506859
67647,67861,120991,5223,,,,13.899234,-47.128164,100000,5.83,-14.17,B2IIIe,-0.053,,,Cen,40550853.5448384
67711,67927,121370,5235,Gl 534,Eta Boo,Mufrid,13.911411,18.397717,11.396,2.68,2.396,G0IV,0.58,Eta,8,Boo,9.5851739769
67713,67929,121299,5232,,,,13.911707,-1.503125,75.5858,5.16,0.768,K2III,1.093,,90,Vir,42.933866347
67726,67942,120913,5218,,,,13.913646,-67.6521,289.0173,5.74,-1.565,K2III,1.49,,,Cir,368.1289736425
67757,67973,121190,5230,,,,13.920042,-52.160822,108.2251,5.66,0.488,B8V,-0.072,,,Cen,55.5648312837
67786,68002,121263,5231,,Zet Cen,,13.925667,-47.288375,117.096,2.55,-2.793,B2.5IV,-0.176,Zet,,Cen,1140.7750129221
67794,68009,120213,5188,,,,13.927493,-82.66619,245.7002,5.95,-1.002,K2/K3III:p,1.411,,,Cha,219.1795343844
67862,68079,121416,5239,,,,13.938837,-46.592948,97.561,5.82,0.874,K0IV,1.14,,,Cen,38.940363388
67875,68092,121607,5244,,,,13.941077,1.050581,90.2527,5.9,1.123,A8V,0.217,,92,Vir,30.9599321331
67885,68103,121710,5247,,,,13.942827,27.492082,178.2531,5.02,-1.235,K3IIIvar,1.441,,9,Boo,271.6439268839
67973,68191,121474,5241,,,,13.960809,-63.686696,64.2674,4.71,0.67,K4III,1.075,,,Cen,46.9894108605
68027,68245,121743,5248,,Phi Cen,,13.971186,-42.100753,161.0306,3.83,-2.205,B2IV,-0.224,Phi,,Cen,663.7430704019
68051,68269,121847,5250,,,,13.975319,-24.972249,102.0408,5.2,0.156,B8V,-0.086,,47,Hya,75.4397082198
68058,68276,121996,5255,,,,13.977479,21.696219,144.7178,5.76,-0.043,A0Vs,-0.002,,10,Boo,90.6149802232
68064,68282,121790,5249,,Ups 1 Cen,,13.977987,-44.803584,131.0616,3.87,-1.717,B2IV-V,-0.208,Ups-1,,Cen,423.4479161692
68115,68333,121853,5251,,,,13.988187,-50.369647,106.1571,5.92,0.79,G8/K0III,0.957,,,Cen,42.0726628384
68172,68390,122066,5257,,,,14.000037,-25.010403,55.991,5.77,2.029,F6V,0.48,,48,Hya,13.4400226308
68238,68455,121932,5253,,,,14.014596,-66.26891,76.1035,5.96,1.553,F0V,0.352,,,Cir,20.8353116057
68280,68498,122365,5262,,,,14.022341,8.894906,82.85,5.98,1.389,A2V,0.089,,,Boo,24.2325992409
68302,68520,122408,5264,,Tau Vir,,14.027443,1.544532,68.9655,4.23,0.037,A3V,0.121,Tau,93,Vir,84.1782707661
68305,68523,122223,5260,,Ups 2 Cen,,14.028748,-45.603421,389.1051,4.34,-3.61,F6II,0.598,Ups-2,,Cen,2421.0290467362
68363,68581,122430,5265,,,,14.039662,-27.429773,134.7709,5.47,-0.178,K2/K3III,1.331,,,Hya,102.6124365193
68450,68670,122438,5266,,,,14.057371,-56.213434,167.2241,5.93,-0.186,K2III,1.207,,,Cen,103.3713052351
68483,68702,122451,5267,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,0.61,-4.789,B1III,-0.231,Bet,,Cen,7171.3348265772
68537,68756,123299,5291,,Alp Dra,Thuban,14.073165,64.37585,92.9368,3.67,-1.171,A0III SB,-0.049,Alp,11,Dra,256.0943517157
68596,68815,122250,5261,,The Aps,,14.088903,-76.796752,113.1222,5.69,0.422,M6.5III,1.239,The,,Aps,59.0472940407
68642,68862,122980,5285,,Chi Cen,,14.10077,-41.179633,156.4945,4.36,-1.612,B2V,-0.198,Chi,,Cen,384.4147117596
68675,68895,123123,5287,Gl 538.1,Pi  Hya,,14.106193,-26.682361,30.9598,3.25,0.796,K2III,1.091,Pi,49,Hya,41.8408019567
68714,68933,123139,5288,Gl 539,The Cen,Menkent,14.111395,-36.369954,18.0343,2.06,0.78,K0IIIb,1.011,The,5,Cen,42.4619563946
68720,68940,123255,5290,,,,14.111896,-9.313515,58.0383,5.46,1.641,F2IV,0.347,,95,Vir,19.213213114
68818,69038,123657,5299,,,,14.132154,43.854452,157.2327,5.13,-0.853,M4.2III,1.493,,,Boo,191.0732981043
68848,69068,123782,5300,,,,14.138145,49.458167,168.3502,5.26,-0.871,M2III,1.637,,13,Boo,194.2674323031
68892,69112,124547,5321,,,,14.147498,77.547514,140.056,4.8,-0.932,K3III,1.368,,4,UMi,205.4944041345
68954,69174,123515,5296,,,,14.159734,-51.504672,251.2563,5.96,-1.041,B9IV,-0.053,,,Cen,227.1956437735
68971,69191,123569,5297,,,,14.165242,-53.438946,55.9284,4.74,1.002,G8III,0.938,,,Cen,34.6098725485
69004,69226,123999,5304,Wo 9470,,,14.173315,25.091677,37.4251,4.82,1.954,F9IVw,0.541,,12,Boo,14.4012437118
69047,69269,123934,5301,,,,14.18069,-16.30203,141.2429,4.93,-0.82,M1III,1.684,,,Vir,185.3531623415
69151,69373,124730,5334,,,,14.201122,69.432548,131.2336,5.18,-0.41,M2III,1.595,,,UMi,127.0574105209
69167,69389,124224,5313,,,,14.20439,2.409433,79.1766,4.99,0.497,B9p Si,-0.118,,,Vir,55.1061411139
69193,69415,124206,5312,Gl 540.1,,,14.212785,-27.261186,66.7111,5.07,0.949,K2III,1.13,,50,Hya,36.3412616064
69205,69427,124294,5315,,Kap Vir,,14.214929,-10.273702,78.125,4.18,-0.284,K3III,1.323,Kap,98,Vir,113.135786412
69240,69462,124147,5308,,,,14.221226,-53.665674,653.5948,5.53,-3.547,K5III+...,1.438,,,Cen,2284.5464885518
69261,69483,124675,5329,,Kap 2 Boo,,14.224718,51.789965,50.1002,4.53,1.031,A8IV,0.233,Kap-2,17,Boo,33.6976798584
69271,69493,124425,5317,,,,14.227997,-0.845463,59.3824,5.89,2.022,F7Vw,0.489,,,Vir,13.5269535901
69313,69536,124570,5323,,,,14.234773,12.959444,33.9213,5.53,2.878,F6IV,0.537,,14,Boo,6.1489363851
69376,69598,124433,5318,,,,14.245191,-41.837495,136.612,5.61,-0.067,G8III,0.929,,,Cen,92.6403100736
69390,69612,124679,5330,,,,14.247458,10.10061,81.2348,5.29,0.741,K1III,1.007,,15,Boo,44.0149284287
69396,69618,124367,5316,,,,14.249208,-57.086126,147.7105,5.03,-0.817,B4Vne,-0.074,,,Cen,184.841719537
69436,69658,124683,5332,,,,14.256691,-18.20069,75.643,5.53,1.136,A0V,0.001,,,Vir,30.5914455949
69451,69673,124897,5340,Gl 541,Alp Boo,Arcturus,14.26103,19.18241,11.2575,-0.05,-0.307,K2IIIp,1.239,Alp,16,Boo,115.5579955402
69479,69701,124850,5338,Wo 9473,Iot Vir,,14.266908,-6.000547,22.237,4.07,2.335,F7V,0.511,Iot,99,Vir,10.1391138574
69491,69713,125161,5350,Wo 9474A,Iot Boo,,14.269439,51.367231,29.0698,4.75,2.433,A9V,0.236,Iot,21,Boo,9.2640310074
69510,69732,125162,5351,NN 3837,Lam Boo,,14.273074,46.088305,30.3582,4.18,1.769,A0sh,0.087,Lam,19,Boo,17.0765447281
69541,69763,124471,5320,,,,14.277423,-66.587894,400,5.72,-2.29,B1.5III,-0.095,,,Cir,717.7942912714
69606,69829,125180,5352,,,,14.291237,15.26338,233.6449,5.84,-1.003,M3III,1.678,,,Boo,219.3814991898
69656,69879,125351,5361,,,,14.29995,35.509505,71.582,4.8,0.526,K1III,1.057,,,Boo,53.653739952
69673,69896,123998,5303,,Eta Aps,,14.303877,-81.00776,42.337,4.89,1.756,A2m...,0.243,Eta,,Aps,17.2822387295
69706,69929,125248,5355,,,,14.310627,-18.715968,102.0408,5.86,0.816,Ap Si(Cr),0.013,,,Vir,41.0771212553
69742,69965,125276,5356,Gl 542.1A,,,14.316922,-25.815426,18.0343,5.87,4.59,F7Vw,0.518,,,Hya,1.2705741052
69751,69974,125337,5359,,Lam Vir,,14.318498,-13.371095,57.1755,4.52,0.734,A1V,0.128,Lam,100,Vir,44.29961991
69766,69989,125451,5365,NN 3841,,,14.321188,13.004299,26.096,5.41,3.327,F5IV,0.385,,18,Boo,4.0663054634
69772,69995,125283,5357,,,,14.323302,-37.002907,73.4754,5.93,1.599,A1V,0.082,,,Cen,19.9710086603
69773,69996,125238,5354,,Iot Lup,,14.323396,-46.058093,103.6269,3.55,-1.527,B2.5IV,-0.184,Iot,,Lup,355.4675819991
69789,70012,125454,5366,,Ups Vir,,14.325689,-2.265518,80.1925,5.14,0.619,G9III,1.023,Ups,102,Vir,49.2492929605
69804,70027,125560,5370,,,,14.329233,16.306948,57.3394,4.84,1.048,K3III,1.228,,20,Boo,33.1741649695
69813,70035,125158,5349,,,,14.331002,-61.272972,48.3559,5.22,1.798,Am,0.281,,,Cen,16.6264679689
69831,70054,125383,5362,,,,14.336029,-43.058843,113.1222,5.55,0.282,G8III,0.907,,,Lup,67.1738128547
69846,70069,125288,5358,,,,14.338763,-56.386497,375.9398,4.3,-3.576,B6Ib,0.082,,,Cen,2346.3889244641
69867,70090,125473,5367,,Psi Cen,,14.342623,-37.885295,79.3651,4.05,-0.448,A0IV,-0.03,Psi,,Cen,131.5830655096
69881,70104,125442,5364,,,,14.345159,-45.18706,43.554,4.78,1.585,F0IV,0.31,,,Lup,20.2301917868
70020,70243,125745,5376,,,,14.372145,-34.786792,420.1681,5.57,-2.547,B8V,-0.088,,,Cen,909.4943385553
70025,70248,124771,5336,,Eps Aps,,14.373108,-80.108945,197.6285,5.06,-1.419,B4V,-0.108,Eps,,Aps,321.8103443093
70041,70264,125628,5371,,,,14.376971,-58.459117,117.5088,4.76,-0.59,G8/K1 + F/G,0.795,,,Cen,149.9684835502
70077,70300,125823,5378,,,,14.383956,-39.511819,140.2525,4.41,-1.325,B2V,-0.185,,,Cen,295.1209226666
70083,70306,125932,5381,,,,14.384942,-27.754017,48.2625,4.78,1.362,K3III,1.3,,51,Hya,24.842768937
70104,70327,126128,5385,,,,14.389638,8.446617,65.9196,4.86,0.765,A0V,0.01,,,Boo,43.0526610492
70140,70363,125869,5380,,,,14.396834,-53.176233,112.9944,5.99,0.725,K1III,1.099,,,Lup,44.6683592151
70161,70384,126200,5388,,,,14.400243,8.243969,135.5014,5.94,0.28,A3V,0.066,,,Boo,67.2976656284
70177,70400,126248,5392,,,,14.403151,5.820131,48.7567,5.1,1.66,A5V,0.124,,,Vir,18.879913491
70246,70469,126218,5390,,,,14.413508,-24.80631,140.647,5.34,-0.401,K0III,0.962,,,Lib,126.0085459088
70269,70492,125835,5379,,,,14.418426,-68.195333,621.118,5.56,-3.406,A3Ib,0.435,,,Cir,2006.3190647906
70274,70497,126660,5404,Gl 549A,The Boo,,14.419967,51.850744,14.5307,4.04,3.229,F7V,0.497,The,23,Boo,4.4504097665
70351,70574,126341,5395,,Tau 1 Lup,,14.435619,-45.221424,334.4482,4.56,-3.062,B2IV,-0.147,Tau-1,,Lup,1461.5039720062
70353,70576,126354,5396,,Tau 2 Lup,,14.436336,-45.379276,97.8474,4.33,-0.623,A7:+...,0.434,Tau-2,,Lup,154.5966219387
70380,70602,126661,5405,,,,14.440935,19.2269,89.1266,5.4,0.65,F0m,0.231,,22,Boo,47.8630092323
70415,70638,124882,5339,,Del Oct,,14.448801,-83.667884,91.659,4.31,-0.501,K2III,1.3,Del,,Oct,138.1656231167
70434,70657,126241,5391,,,,14.451973,-65.821646,277.0083,5.87,-1.342,K3III,1.502,,,Cir,299.7781671582
70440,70663,126504,5401,,,,14.453392,-46.134254,67.8426,5.83,1.672,Am,0.311,,,Lup,18.6723938838
70470,70692,127700,5430,,,,14.458758,75.695993,110.011,4.25,-0.957,K4III,1.431,,5,UMi,210.2809837038
70530,70753,126769,5407,,,,14.469564,-29.491638,120.6273,4.97,-0.437,B7/B8V,-0.074,,52,Hya,130.2566786137
70532,70755,126868,5409,Gl 550.2A,Phi Vir,,14.470038,-2.227957,36.2582,4.81,2.013,G2III,0.693,Phi,105,Vir,13.6395486751
70568,70791,127243,5420,,,,14.477197,49.844851,100,5.58,0.58,G3IV,0.864,,24,Boo,51.0504999975
70572,70794,126927,5410,,,,14.478256,-6.900536,191.5709,5.42,-0.992,K5III,1.49,,106,Vir,217.1700843348
70670,70894,127167,5418,,,,14.497366,0.828929,79.3021,5.96,1.464,A5IV,0.159,,,Vir,22.6151774611
70691,70915,126981,5412,,,,14.502399,-45.321355,146.1988,5.51,-0.315,B8Vn,-0.087,,,Lup,116.412602941
70707,70931,126983,5413,,,,14.505823,-49.519018,62.3441,5.38,1.406,A1V,0.056,,,Lup,23.8561303993
70762,70987,127193,5419,,,,14.519678,-38.869708,96.6184,5.99,1.065,K1III,1.06,,,Cen,32.6587832172
70777,71002,126862,5408,,,,14.521224,-67.717197,76.0456,5.84,1.435,K1III,1.006,,,Cir,23.2273679636
70828,71053,127665,5429,,Rho Boo,,14.5305,30.371437,49.0918,3.57,0.115,K3III,1.298,Rho,25,Boo,78.3429642766
70851,71075,127762,5435,,Gam Boo,,14.534636,38.308253,26.6099,3.04,0.915,A7IIIvar,0.191,Gam,27,Boo,37.4973002245
70885,71111,128000,5442,,,,14.541926,55.39801,190.1141,5.74,-0.655,K5III,1.529,,,Dra,159.2208727051
70889,71115,127739,5434,,,,14.542374,22.260059,54.0249,5.91,2.247,F2IV,0.391,,26,Boo,10.9951206688
70895,71121,127381,5425,,Sig Lup,,14.543629,-50.457157,176.3668,4.44,-1.792,B2III,-0.177,Sig,,Lup,453.7326169379
70958,71182,127501,5427,,,,14.558325,-52.679522,100.3009,5.86,0.853,K0III,1.085,,,Lup,39.7008678112
70959,71184,127486,5426,,,,14.559004,-54.998628,76.4526,5.86,1.443,F6IV-V,0.482,,,Lup,23.0568513695
71054,71280,128333,5452,,,,14.577676,49.368354,262.4672,5.74,-1.355,M1III,1.56,,,Boo,303.3891184194
71058,71284,128167,5447,Gl 557,Sig Boo,,14.578,29.74513,15.8328,4.47,3.472,F3Vwvar,0.364,Sig,28,Boo,3.5579513056
71125,71352,127972,5440,,Eta Cen,,14.591786,-42.157824,93.7207,2.33,-2.529,B1Vn + A,-0.157,Eta,,Cen,894.5404837789
71127,71353,127971,5439,,,,14.592079,-41.517436,112.4859,5.88,0.625,B6V,-0.085,,,Cen,48.9778819368
71193,71419,128068,5444,,,,14.605288,-46.245451,214.5923,5.55,-1.108,K3III,1.489,,,Lup,241.6573451437
71227,71453,128207,5449,,,,14.61226,-40.21158,147.4926,5.74,-0.104,B8V,-0.112,,,Cen,95.8517397686
71274,71500,128266,5450,,,,14.622266,-46.133439,418.41,5.39,-2.718,K0III,0.927,,,Lup,1064.6331870513
71310,71536,128345,5453,,Rho Lup,,14.631454,-49.425828,96.8992,4.05,-0.882,B5V,-0.152,Rho,,Lup,196.2456324174
71342,71568,128902,5464,,,,14.636837,43.64213,276.2431,5.74,-1.466,K2III,1.481,,,Boo,336.0469824607
71345,71571,128750,5462,NN 3862,,,14.637219,18.298379,99.0099,5.9,0.922,K2III:,1.099,,,Boo,37.2563238467
71347,71573,128998,5467,,,,14.63756,54.023339,110.2536,5.83,0.618,A1V,0.007,,,Boo,49.2946741312
71392,71618,129002,5468,,,,14.647289,44.4045,57.0125,5.39,1.61,A1V,0.03,,33,Boo,19.7696964011
71453,71681,128621,5460,Gl 559B,Alp 2 Cen,,14.660346,-60.8383,1.3248,1.35,5.739,K1V,0.9,Alp-2,,Cen,0.4409608165
71456,71683,128620,5459,Gl 559A,Alp 1 Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-0.01,4.379,G2V,0.71,Alp-1,,Cen,1.5431210657
71533,71759,129153,5473,,,,14.678442,13.534325,50.813,5.93,2.4,F0V,0.238,,,Boo,9.5499258602
71536,71762,129174,5475,,Pi 1 Boo,,14.678768,16.418324,93.7207,4.49,-0.369,B9p MnHg,-0.002,Pi-1,29,Boo,122.3488805327
71557,71783,128974,5466,,,,14.683721,-36.134858,189.7533,5.67,-0.721,Ap Si,-0.081,,,Cen,169.1998602503
71569,71795,129246,5477,,Zet Boo,,14.68582,13.7283,53.8793,3.78,0.123,A3IVn,0.044,Zet,30,Boo,77.7678334456
71606,71832,129312,5480,,,,14.694097,8.161764,164.7446,4.86,-1.224,G8IIIvar,0.992,,31,Boo,268.9056950029
71611,71837,129336,5481,,,,14.695423,11.660662,123.6094,5.55,0.09,G8III,0.941,,32,Boo,80.1678063388
71634,71860,129056,5469,,Alp Lup,,14.698823,-47.3882,142.4501,2.3,-3.468,B1.5III,-0.154,Alp,,Lup,2124.2224773887
71639,71865,129116,5471,,,,14.699332,-37.793498,103.9501,4.01,-1.074,B2.5V,-0.157,,,Cen,234.2070694794
71682,71908,128898,5463,Gl 560A,Alp Cir,,14.708492,-64.975138,16.57,3.18,2.083,F1Vp,0.256,Alp,,Cir,12.7879226294
71731,71957,129502,5487,Wo 9491,Mu  Vir,,14.717673,-5.658207,18.2715,3.87,2.561,F2III,0.385,Mu,107,Vir,8.2337940521
71748,71974,129433,5484,,,,14.720431,-24.997753,152.439,5.7,-0.215,B9.5V,0.006,,4,Lib,106.1695557199
71769,71995,129712,5490,,,,14.723712,26.52785,215.9827,4.8,-1.872,M3III,1.672,,34,Boo,488.4273784229
71783,72010,129456,5485,,,,14.727624,-35.173655,64.2261,4.06,0.021,K3III,1.356,,,Cen,85.4279529905
71786,72012,129846,5493,,,,14.72901,40.459254,209.6436,5.72,-0.887,K4III,1.398,,,Boo,197.1514610997
71878,72104,129685,5489,,,,14.749778,-35.191826,65.703,4.92,0.832,A0V,0.013,,,Cen,40.4762248688
71879,72105,129988,5505,,Eps Boo,Izar,14.749784,27.074222,62.1118,2.35,-1.616,A0,0.966,Eps,36,Boo,385.8335599054
71899,72125,129972,5502,Wo 9493,Omi Boo,,14.754017,16.96428,74.5156,4.6,0.239,K0III,0.972,Omi,35,Boo,69.8875796135
71905,72131,129422,5482,,,,14.754802,-62.875648,48.4496,5.36,1.934,A7Vn,0.308,,,Cir,14.6689828221
71928,72154,129956,5501,,,,14.75839,0.717271,151.2859,5.68,-0.219,B9.5V,-0.021,,108,Vir,106.5614202159
71971,72197,129926,5497,Gl 561.1A,,,14.766691,-25.443181,30.2847,5.15,2.744,F0V + G/K,0.315,,54,Hya,6.9566475353
71982,72208,130144,5512,,,,14.768319,15.131788,247.5248,5.78,-1.188,M5III,1.335,,,Boo,260.1357256653
71984,72210,129944,5499,,,,14.768547,-23.153018,103.7344,5.8,0.72,K0III,0.98,,,Lib,44.8745389933
71994,72220,130109,5511,,,,14.770812,1.892885,41.2371,3.73,0.654,A0V,-0.005,,109,Vir,47.6869998102
72024,72250,129858,5494,,,,14.774724,-47.441116,93.7207,5.74,0.881,A1V,0.066,,,Lup,38.6901131655
72064,72290,129893,5495,,,,14.783694,-52.383518,79.6813,5.22,0.713,G6III,0.984,,,Lup,45.1647904929
72070,72296,130055,5508,,,,14.784747,-38.290639,153.6098,5.9,-0.032,K3III,1.336,,,Cen,89.7015608415
